Node: Region, Dystopia Residual, None, None, None, pie, 2.498310553789607 Score: 1.486363823168189e+61 Less Than: 1064
Node: Health (Life Expectancy), Happiness Rank, None, None, None, scatter, 0.54935094178661 Score: 2.5719208418057495e+48 Less Than: 809
Node: Happiness Rank, Health (Life Expectancy), None, None, orderX, scatter, 0.54935094178661 Score: 2.5719208418057495e+48 Less Than: 809
Node: Happiness Rank, Health (Life Expectancy), None, None, orderY, scatter, 0.54935094178661 Score: 2.5719208418057495e+48 Less Than: 809
Node: Health (Life Expectancy), Happiness Rank, None, None, orderX, scatter, 0.54935094178661 Score: 2.5719208418057495e+48 Less Than: 809
Node: Health (Life Expectancy), Happiness Rank, None, None, orderY, scatter, 0.54935094178661 Score: 2.5719208418057495e+48 Less Than: 809
Node: Happiness Score, Health (Life Expectancy), None, None, None, scatter, 0.5394775801570101 Score: 6.42980210451437e+47 Less Than: 806
Node: Happiness Score, Health (Life Expectancy), None, None, orderX, scatter, 0.5394775801570101 Score: 6.42980210451437e+47 Less Than: 806
Node: Happiness Score, Health (Life Expectancy), None, None, orderY, scatter, 0.5394775801570101 Score: 6.42980210451437e+47 Less Than: 806
Node: Health (Life Expectancy), Happiness Score, None, None, None, scatter, 0.53947758015701 Score: 1.6074505261285932e+47 Less Than: 803
Node: Health (Life Expectancy), Happiness Score, None, None, orderX, scatter, 0.53947758015701 Score: 1.6074505261285932e+47 Less Than: 803
Node: Health (Life Expectancy), Happiness Score, None, None, orderY, scatter, 0.53947758015701 Score: 1.6074505261285932e+47 Less Than: 803
Node: Happiness Score, Family, None, None, None, scatter, 0.48100805662761753 Score: 2.2963578944694193e+46 Less Than: 797
Node: Family, Happiness Score, None, None, None, scatter, 0.48100805662761753 Score: 2.2963578944694193e+46 Less Than: 797
Node: Happiness Score, Family, None, None, orderX, scatter, 0.48100805662761753 Score: 2.2963578944694193e+46 Less Than: 797
Node: Happiness Score, Family, None, None, orderY, scatter, 0.48100805662761753 Score: 2.2963578944694193e+46 Less Than: 797
Node: Family, Happiness Score, None, None, orderX, scatter, 0.48100805662761753 Score: 2.2963578944694193e+46 Less Than: 797
Node: Family, Happiness Score, None, None, orderY, scatter, 0.48100805662761753 Score: 2.2963578944694193e+46 Less Than: 797
Node: Happiness Rank, Family, None, None, None, scatter, 0.471285003909442 Score: 3.280511277813455e+45 Less Than: 791
Node: Family, Happiness Rank, None, None, None, scatter, 0.471285003909442 Score: 3.280511277813455e+45 Less Than: 791
Node: Happiness Rank, Family, None, None, orderX, scatter, 0.471285003909442 Score: 3.280511277813455e+45 Less Than: 791
Node: Happiness Rank, Family, None, None, orderY, scatter, 0.471285003909442 Score: 3.280511277813455e+45 Less Than: 791
Node: Family, Happiness Rank, None, None, orderX, scatter, 0.471285003909442 Score: 3.280511277813455e+45 Less Than: 791
Node: Family, Happiness Rank, None, None, orderY, scatter, 0.471285003909442 Score: 3.280511277813455e+45 Less Than: 791
Node: Family, Health (Life Expectancy), None, None, None, scatter, 0.32482858149551735 Score: 4.6864446825906484e+44 Less Than: 785
Node: Health (Life Expectancy), Family, None, None, None, scatter, 0.32482858149551735 Score: 4.6864446825906484e+44 Less Than: 785
Node: Family, Health (Life Expectancy), None, None, orderX, scatter, 0.32482858149551735 Score: 4.6864446825906484e+44 Less Than: 785
Node: Family, Health (Life Expectancy), None, None, orderY, scatter, 0.32482858149551735 Score: 4.6864446825906484e+44 Less Than: 785
Node: Health (Life Expectancy), Family, None, None, orderX, scatter, 0.32482858149551735 Score: 4.6864446825906484e+44 Less Than: 785
Node: Health (Life Expectancy), Family, None, None, orderY, scatter, 0.32482858149551735 Score: 4.6864446825906484e+44 Less Than: 785
Node: Economy (GDP per Capita), Family, None, None, None, scatter, 0.32067603236006587 Score: 6.694920975129504e+43 Less Than: 779
Node: Family, Economy (GDP per Capita), None, None, None, scatter, 0.32067603236006587 Score: 6.694920975129504e+43 Less Than: 779
Node: Economy (GDP per Capita), Family, None, None, orderX, scatter, 0.32067603236006587 Score: 6.694920975129504e+43 Less Than: 779
Node: Economy (GDP per Capita), Family, None, None, orderY, scatter, 0.32067603236006587 Score: 6.694920975129504e+43 Less Than: 779
Node: Family, Economy (GDP per Capita), None, None, orderX, scatter, 0.32067603236006587 Score: 6.694920975129504e+43 Less Than: 779
Node: Family, Economy (GDP per Capita), None, None, orderY, scatter, 0.32067603236006587 Score: 6.694920975129504e+43 Less Than: 779
Node: Happiness Score, Freedom, None, None, None, scatter, 0.3095970315339208 Score: 9.564172821613582e+42 Less Than: 773
Node: Freedom, Happiness Score, None, None, None, scatter, 0.3095970315339208 Score: 9.564172821613582e+42 Less Than: 773
Node: Happiness Score, Freedom, None, None, orderX, scatter, 0.3095970315339208 Score: 9.564172821613582e+42 Less Than: 773
Node: Happiness Score, Freedom, None, None, orderY, scatter, 0.3095970315339208 Score: 9.564172821613582e+42 Less Than: 773
Node: Freedom, Happiness Score, None, None, orderX, scatter, 0.3095970315339208 Score: 9.564172821613582e+42 Less Than: 773
Node: Freedom, Happiness Score, None, None, orderY, scatter, 0.3095970315339208 Score: 9.564172821613582e+42 Less Than: 773
Node: Happiness Rank, Freedom, None, None, None, scatter, 0.2976465164468478 Score: 1.3663104030876545e+42 Less Than: 767
Node: Freedom, Happiness Rank, None, None, None, scatter, 0.2976465164468478 Score: 1.3663104030876545e+42 Less Than: 767
Node: Happiness Rank, Freedom, None, None, orderX, scatter, 0.2976465164468478 Score: 1.3663104030876545e+42 Less Than: 767
Node: Happiness Rank, Freedom, None, None, orderY, scatter, 0.2976465164468478 Score: 1.3663104030876545e+42 Less Than: 767
Node: Freedom, Happiness Rank, None, None, orderX, scatter, 0.2976465164468478 Score: 1.3663104030876545e+42 Less Than: 767
Node: Freedom, Happiness Rank, None, None, orderY, scatter, 0.2976465164468478 Score: 1.3663104030876545e+42 Less Than: 767
Node: Happiness Score, Dystopia Residual, None, None, None, scatter, 0.2770369650236683 Score: 1.9518720044109356e+41 Less Than: 761
Node: Dystopia Residual, Happiness Score, None, None, None, scatter, 0.2770369650236683 Score: 1.9518720044109356e+41 Less Than: 761
Node: Happiness Score, Dystopia Residual, None, None, orderX, scatter, 0.2770369650236683 Score: 1.9518720044109356e+41 Less Than: 761
Node: Happiness Score, Dystopia Residual, None, None, orderY, scatter, 0.2770369650236683 Score: 1.9518720044109356e+41 Less Than: 761
Node: Dystopia Residual, Happiness Score, None, None, orderX, scatter, 0.2770369650236683 Score: 1.9518720044109356e+41 Less Than: 761
Node: Dystopia Residual, Happiness Score, None, None, orderY, scatter, 0.2770369650236683 Score: 1.9518720044109356e+41 Less Than: 761
Node: Happiness Rank, Dystopia Residual, None, None, None, scatter, 0.27263687733516634 Score: 2.788388577729908e+40 Less Than: 755
Node: Dystopia Residual, Happiness Rank, None, None, None, scatter, 0.27263687733516634 Score: 2.788388577729908e+40 Less Than: 755
Node: Happiness Rank, Dystopia Residual, None, None, orderX, scatter, 0.27263687733516634 Score: 2.788388577729908e+40 Less Than: 755
Node: Happiness Rank, Dystopia Residual, None, None, orderY, scatter, 0.27263687733516634 Score: 2.788388577729908e+40 Less Than: 755
Node: Dystopia Residual, Happiness Rank, None, None, orderX, scatter, 0.27263687733516634 Score: 2.788388577729908e+40 Less Than: 755
Node: Dystopia Residual, Happiness Rank, None, None, orderY, scatter, 0.27263687733516634 Score: 2.788388577729908e+40 Less Than: 755
Node: Trust (Government Corruption), Freedom, None, None, None, scatter, 0.2429256477985701 Score: 6.970971444324779e+39 Less Than: 752
Node: Trust (Government Corruption), Freedom, None, None, orderX, scatter, 0.2429256477985701 Score: 6.970971444324779e+39 Less Than: 752
Node: Trust (Government Corruption), Freedom, None, None, orderY, scatter, 0.2429256477985701 Score: 6.970971444324779e+39 Less Than: 752
Node: Freedom, Trust (Government Corruption), None, None, None, scatter, 0.24292564779857004 Score: 1.7427428610811912e+39 Less Than: 749
Node: Freedom, Trust (Government Corruption), None, None, orderX, scatter, 0.24292564779857004 Score: 1.7427428610811912e+39 Less Than: 749
Node: Freedom, Trust (Government Corruption), None, None, orderY, scatter, 0.24292564779857004 Score: 1.7427428610811912e+39 Less Than: 749
Node: Family, Freedom, None, None, None, scatter, 0.22721542091388974 Score: 2.4896326586874187e+38 Less Than: 743
Node: Freedom, Family, None, None, None, scatter, 0.22721542091388974 Score: 2.4896326586874187e+38 Less Than: 743
Node: Family, Freedom, None, None, orderX, scatter, 0.22721542091388974 Score: 2.4896326586874187e+38 Less Than: 743
Node: Family, Freedom, None, None, orderY, scatter, 0.22721542091388974 Score: 2.4896326586874187e+38 Less Than: 743
Node: Freedom, Family, None, None, orderX, scatter, 0.22721542091388974 Score: 2.4896326586874187e+38 Less Than: 743
Node: Freedom, Family, None, None, orderY, scatter, 0.22721542091388974 Score: 2.4896326586874187e+38 Less Than: 743
Node: Trust (Government Corruption), Happiness Score, None, None, None, scatter, 0.15839487234244873 Score: 6.224081646718537e+37 Less Than: 740
Node: Trust (Government Corruption), Happiness Score, None, None, orderX, scatter, 0.15839487234244873 Score: 6.224081646718537e+37 Less Than: 740
Node: Trust (Government Corruption), Happiness Score, None, None, orderY, scatter, 0.15839487234244873 Score: 6.224081646718537e+37 Less Than: 740
Node: Happiness Score, Trust (Government Corruption), None, None, None, scatter, 0.15839487234244867 Score: 1.5560204116796374e+37 Less Than: 737
Node: Happiness Score, Trust (Government Corruption), None, None, orderX, scatter, 0.15839487234244867 Score: 1.5560204116796374e+37 Less Than: 737
Node: Happiness Score, Trust (Government Corruption), None, None, orderY, scatter, 0.15839487234244867 Score: 1.5560204116796374e+37 Less Than: 737
Node: Country, Dystopia Residual, None, None, None, pie, 0.15233600937741507 Score: 5.186734705598784e+36 Less Than: 735
Node: Country, Dystopia Residual, None, None, orderY, pie, 0.15233600937741507 Score: 5.186734705598784e+36 Less Than: 735
Node: Country, Family, None, None, None, pie, 0.15221946659938024 Score: 1.0373469411197602e+36 Less Than: 731
Node: Country, Generosity, None, None, None, pie, 0.15221946659938024 Score: 1.0373469411197602e+36 Less Than: 731
Node: Country, Family, None, None, orderY, pie, 0.15221946659938024 Score: 1.0373469411197602e+36 Less Than: 731
Node: Country, Generosity, None, None, orderY, pie, 0.15221946659938024 Score: 1.0373469411197602e+36 Less Than: 731
Node: Country, Economy (GDP per Capita), None, None, None, pie, 0.15210292382134538 Score: 3.4578231370658626e+35 Less Than: 729
Node: Country, Economy (GDP per Capita), None, None, orderY, pie, 0.15210292382134538 Score: 3.4578231370658626e+35 Less Than: 729
Node: Country, Health (Life Expectancy), None, None, None, pie, 0.15198638104331055 Score: 6.915646274131701e+34 Less Than: 725
Node: Country, Trust (Government Corruption), None, None, None, pie, 0.15198638104331055 Score: 6.915646274131701e+34 Less Than: 725
Node: Country, Health (Life Expectancy), None, None, orderY, pie, 0.15198638104331055 Score: 6.915646274131701e+34 Less Than: 725
Node: Country, Trust (Government Corruption), None, None, orderY, pie, 0.15198638104331055 Score: 6.915646274131701e+34 Less Than: 725
Node: Country, Freedom, None, None, None, pie, 0.15152020993117124 Score: 2.3052154247105647e+34 Less Than: 723
Node: Country, Freedom, None, None, orderY, pie, 0.15152020993117124 Score: 2.3052154247105647e+34 Less Than: 723
Node: Country, Happiness Score, None, None, None, pie, 0.15047132492885773 Score: 7.68405141570187e+33 Less Than: 721
Node: Country, Happiness Score, None, None, orderY, pie, 0.15047132492885773 Score: 7.68405141570187e+33 Less Than: 721
Node: Happiness Rank, Trust (Government Corruption), None, None, None, scatter, 0.14353764579624287 Score: 1.9210128539254785e+33 Less Than: 718
Node: Happiness Rank, Trust (Government Corruption), None, None, orderX, scatter, 0.14353764579624287 Score: 1.9210128539254785e+33 Less Than: 718
Node: Happiness Rank, Trust (Government Corruption), None, None, orderY, scatter, 0.14353764579624287 Score: 1.9210128539254785e+33 Less Than: 718
Node: Trust (Government Corruption), Happiness Rank, None, None, None, scatter, 0.1435376457962428 Score: 4.802532134813687e+32 Less Than: 715
Node: Trust (Government Corruption), Happiness Rank, None, None, orderX, scatter, 0.1435376457962428 Score: 4.802532134813687e+32 Less Than: 715
Node: Trust (Government Corruption), Happiness Rank, None, None, orderY, scatter, 0.1435376457962428 Score: 4.802532134813687e+32 Less Than: 715
Node: Freedom, Health (Life Expectancy), None, None, None, scatter, 0.1367512373245701 Score: 1.2006330337034183e+32 Less Than: 712
Node: Freedom, Health (Life Expectancy), None, None, orderX, scatter, 0.1367512373245701 Score: 1.2006330337034183e+32 Less Than: 712
Node: Freedom, Health (Life Expectancy), None, None, orderY, scatter, 0.1367512373245701 Score: 1.2006330337034183e+32 Less Than: 712
Node: Health (Life Expectancy), Freedom, None, None, None, scatter, 0.13675123732457006 Score: 3.001582584258557e+31 Less Than: 709
Node: Health (Life Expectancy), Freedom, None, None, orderX, scatter, 0.13675123732457006 Score: 3.001582584258557e+31 Less Than: 709
Node: Health (Life Expectancy), Freedom, None, None, orderY, scatter, 0.13675123732457006 Score: 3.001582584258557e+31 Less Than: 709
Node: Country, Economy (GDP per Capita), group, sum, None, pie, 0.1350514541492502 Score: 2.0010550561723712e+30 Less Than: 695
Node: Country, Family, group, sum, None, pie, 0.1350514541492502 Score: 2.0010550561723712e+30 Less Than: 695
Node: Country, Health (Life Expectancy), group, sum, None, pie, 0.1350514541492502 Score: 2.0010550561723712e+30 Less Than: 695
Node: Country, Freedom, group, sum, None, pie, 0.1350514541492502 Score: 2.0010550561723712e+30 Less Than: 695
Node: Country, Trust (Government Corruption), group, sum, None, pie, 0.1350514541492502 Score: 2.0010550561723712e+30 Less Than: 695
Node: Country, Generosity, group, sum, None, pie, 0.1350514541492502 Score: 2.0010550561723712e+30 Less Than: 695
Node: Country, Dystopia Residual, group, sum, None, pie, 0.1350514541492502 Score: 2.0010550561723712e+30 Less Than: 695
Node: Country, Economy (GDP per Capita), group, sum, orderY, pie, 0.1350514541492502 Score: 2.0010550561723712e+30 Less Than: 695
Node: Country, Family, group, sum, orderY, pie, 0.1350514541492502 Score: 2.0010550561723712e+30 Less Than: 695
Node: Country, Health (Life Expectancy), group, sum, orderY, pie, 0.1350514541492502 Score: 2.0010550561723712e+30 Less Than: 695
Node: Country, Freedom, group, sum, orderY, pie, 0.1350514541492502 Score: 2.0010550561723712e+30 Less Than: 695
Node: Country, Trust (Government Corruption), group, sum, orderY, pie, 0.1350514541492502 Score: 2.0010550561723712e+30 Less Than: 695
Node: Country, Generosity, group, sum, orderY, pie, 0.1350514541492502 Score: 2.0010550561723712e+30 Less Than: 695
Node: Country, Dystopia Residual, group, sum, orderY, pie, 0.1350514541492502 Score: 2.0010550561723712e+30 Less Than: 695
Node: Country, Happiness Score, group, sum, None, pie, 0.1346037593311895 Score: 6.670183520574574e+29 Less Than: 693
Node: Country, Happiness Score, group, sum, orderY, pie, 0.1346037593311895 Score: 6.670183520574574e+29 Less Than: 693
Node: Country, Happiness Rank, None, None, None, pie, 0.13386283985273414 Score: 2.2233945068581968e+29 Less Than: 691
Node: Country, Happiness Rank, None, None, orderY, pie, 0.13386283985273414 Score: 2.2233945068581968e+29 Less Than: 691
Node: Country, Happiness Rank, group, sum, None, pie, 0.1280825624611373 Score: 7.411315022860653e+28 Less Than: 689
Node: Country, Happiness Rank, group, sum, orderY, pie, 0.1280825624611373 Score: 7.411315022860653e+28 Less Than: 689
Node: Freedom, Generosity, None, None, None, scatter, 0.12717412195283528 Score: 1.0587592889800912e+28 Less Than: 683
Node: Generosity, Freedom, None, None, None, scatter, 0.12717412195283528 Score: 1.0587592889800912e+28 Less Than: 683
Node: Freedom, Generosity, None, None, orderX, scatter, 0.12717412195283528 Score: 1.0587592889800912e+28 Less Than: 683
Node: Freedom, Generosity, None, None, orderY, scatter, 0.12717412195283528 Score: 1.0587592889800912e+28 Less Than: 683
Node: Generosity, Freedom, None, None, orderX, scatter, 0.12717412195283528 Score: 1.0587592889800912e+28 Less Than: 683
Node: Generosity, Freedom, None, None, orderY, scatter, 0.12717412195283528 Score: 1.0587592889800912e+28 Less Than: 683
Node: Happiness Rank, Happiness Score, None, None, None, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Economy (GDP per Capita), None, None, None, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Family, None, None, None, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Health (Life Expectancy), None, None, None, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Freedom, None, None, None, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Trust (Government Corruption), None, None, None, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Generosity, None, None, None, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Dystopia Residual, None, None, None, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Happiness Score, None, None, orderX, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Happiness Score, None, None, orderY, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Economy (GDP per Capita), None, None, orderX, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Economy (GDP per Capita), None, None, orderY, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Family, None, None, orderX, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Family, None, None, orderY, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Health (Life Expectancy), None, None, orderX, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Health (Life Expectancy), None, None, orderY, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Freedom, None, None, orderX, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Freedom, None, None, orderY, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Trust (Government Corruption), None, None, orderX, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Trust (Government Corruption), None, None, orderY, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Generosity, None, None, orderX, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Generosity, None, None, orderY, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Dystopia Residual, None, None, orderX, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Happiness Rank, Dystopia Residual, None, None, orderY, bar, 0.12658227848101267 Score: 4.235037155920374e+26 Less Than: 659
Node: Country, Happiness Rank, None, None, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Happiness Score, None, None, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Economy (GDP per Capita), None, None, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Family, None, None, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Health (Life Expectancy), None, None, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Freedom, None, None, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Trust (Government Corruption), None, None, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Generosity, None, None, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Dystopia Residual, None, None, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Time, group, cnt, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Region, group, cnt, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Happiness Rank, group, avg, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Happiness Rank, group, sum, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Happiness Rank, group, cnt, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Happiness Score, group, avg, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Happiness Score, group, sum, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Happiness Score, group, cnt, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Economy (GDP per Capita), group, avg, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Economy (GDP per Capita), group, sum, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Economy (GDP per Capita), group, cnt, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Family, group, avg, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Family, group, sum, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Family, group, cnt, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Health (Life Expectancy), group, avg, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Health (Life Expectancy), group, sum, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Health (Life Expectancy), group, cnt, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Freedom, group, avg, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Freedom, group, sum, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Freedom, group, cnt, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Trust (Government Corruption), group, avg, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Trust (Government Corruption), group, sum, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Trust (Government Corruption), group, cnt, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Generosity, group, avg, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Generosity, group, sum, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Generosity, group, cnt, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Dystopia Residual, group, avg, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Dystopia Residual, group, sum, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Dystopia Residual, group, cnt, None, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Happiness Rank, None, None, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Happiness Score, None, None, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Economy (GDP per Capita), None, None, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Family, None, None, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Health (Life Expectancy), None, None, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Freedom, None, None, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Trust (Government Corruption), None, None, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Generosity, None, None, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Dystopia Residual, None, None, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Time, group, cnt, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Region, group, cnt, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Happiness Rank, group, avg, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Happiness Rank, group, sum, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Happiness Rank, group, cnt, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Happiness Score, group, avg, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Happiness Score, group, sum, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Happiness Score, group, cnt, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Economy (GDP per Capita), group, avg, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Economy (GDP per Capita), group, sum, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Economy (GDP per Capita), group, cnt, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Family, group, avg, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Family, group, sum, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Family, group, cnt, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Health (Life Expectancy), group, avg, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Health (Life Expectancy), group, sum, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Health (Life Expectancy), group, cnt, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Freedom, group, avg, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Freedom, group, sum, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Freedom, group, cnt, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Trust (Government Corruption), group, avg, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Trust (Government Corruption), group, sum, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Trust (Government Corruption), group, cnt, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Generosity, group, avg, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Generosity, group, sum, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Generosity, group, cnt, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Dystopia Residual, group, avg, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Dystopia Residual, group, sum, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Country, Dystopia Residual, group, cnt, orderY, bar, 0.12195121951219512 Score: 5.500048254442033e+24 Less Than: 583
Node: Economy (GDP per Capita), Freedom, None, None, None, scatter, 0.10964526641739963 Score: 7.857211792060043e+23 Less Than: 577
